Running single thread with 1 workers
finished   (0-0:0) [] [ '0', '1' ]
finished   (827-2:0) [] [ '827', '816' ]
finished   (38-3:0) [] [ '38', '1399' ]
finished   (896-1:0) [] [ '896', '350' ]
finished   (1400-0:0) [] [ '1400', '32' ]
finished   (1401-0:0) [] [ '1401', '21' ]
finished   (1401-1:0) [] [ '1401', '608' ]
finished   (871-6:0) [] [ '871', '125' ]
finished   (350-1:0) [] [ '350', '595' ]
finished   (1402-0:0) [] [ '1402', '1403' ]
finished   (32-2:0) [] [ '32', '184' ]
finished   (729-7:0) [] [ '729', '205' ]
finished   (32-3:0) [] [ '32', '184' ]
finished   (1404-0:0) [] [ '1404', '460' ]
finished   (292-6:0) [] [ '292', '125' ]
finished   (1405-0:0) [] [ '1405', '460' ]
finished   (228-2:0) [] [ '228', '227' ]
finished   (585-0:0) [] [ '585', '572' ]
finished   (1406-0:0) [] [ '1406', '405' ]
finished   (1406-1:0) [] [ '1406', '402' ]
finished   (1407-0:0) [] [ '1407', '1408' ]
finished   (1409-0:0) [] [ '1409', '595' ]
finished   (1322-1:0) [] [ '1322', '274' ]
finished   (1410-0:0) [] [ '1410', '572' ]
finished   (1006-1:0) [] [ '1006', '274' ]
finished   (1411-0:0) [] [ '1411', '405' ]
finished   (1411-1:0) [] [ '1411', '1412' ]
finished   (489-5:0) [] [ '489', '274' ]
finished   (1413-0:0) [] [ '1413', '151' ]
finished   (1414-0:0) [] [ '1414', '96' ]
finished   (1415-0:0) [] [ '1415', '572' ]
finished   (1416-0:0) [] [ '1416', '96' ]
finished   (1417-0:0) [] [ '1417', '667' ]
finished   (1415-1:0) [] [ '1415', '572' ]
finished   (1418-0:0) [] [ '1418', '1412' ]
finished   (1418-1:0) [] [ '1418', '402' ]
finished   (577-2:0) [] [ '577', '131' ]
finished   (1419-0:0) [] [ '1419', '1412' ]
finished   (1419-1:0) [] [ '1419', '402' ]
finished   (1420-0:0) [] [ '1420', '47' ]
finished   (18-3:0) [] [ '18', '131' ]
finished   (568-2:0) [] [ '568', '131' ]
finished   (1421-0:0) [] [ '1421', '131' ]
finished   (1422-0:0) [] [ '1422', '1149' ]
finished   (568-3:0) [] [ '568', '131' ]
finished   (910-1:0) [] [ '910', '909' ]
finished   (1423-0:0) [] [ '1423', '460' ]
finished   (816-0:0) [] [ '816', '131' ]
finished   (1424-0:0) [] [ '1424', '1423' ]
finished   (816-1:0) [] [ '816', '131' ]
finished   (1425-0:0) [] [ '1425', '76' ]
finished   (460-7:0) [] [ '460', '1425' ]
finished   (1426-0:0) [] [ '1426', '1425' ]
finished   (1335-2:0) [] [ '1335', '1427' ]
finished   (1428-0:0) [] [ '1428', '131' ]
finished   (584-5:0) [] [ '584', '131' ]
finished   (1429-0:0) [] [ '1429', '479' ]
finished   (564-3:0) [] [ '564', '131' ]
finished   (564-4:0) [] [ '564', '131' ]
finished   (1430-0:0) [] [ '1430', '1426' ]
finished   (1431-0:0) [] [ '1431', '459' ]
finished   (1334-2:0) [] [ '1334', '1427' ]
finished   (1427-0:0) [] [ '1427', '131' ]
finished   (1432-0:0) [] [ '1432', '1430' ]
finished   (1427-1:0) [] [ '1427', '131' ]
finished   (1427-2:0) [] [ '1427', '131' ]
finished   (1433-0:0) [] [ '1433', '512' ]
finished   (573-1:0) [] [ '573', '131' ]
finished   (1434-0:0) [] [ '1434', '1435' ]
finished   (1430-2:0) [] [ '1430', '1436' ]
finished   (1436-0:0) [] [ '1436', '1432' ]
finished   (1432-1:0) [] [ '1432', '1430' ]
finished   (1398-1:0) [] [ '1398', '151' ]
finished   (1437-0:0) [] [ '1437', '336' ]
finished   (273-4:0) [] [ '273', '131' ]
finished   (1438-0:0) [] [ '1438', '512' ]
finished   (564-5:0) [] [ '564', '1439' ]
finished   (1427-3:0) [] [ '1427', '1439' ]
finished   (1439-0:0) [] [ '1439', '131' ]
finished   (598-1:0) [] [ '598', '595' ]
finished   (1440-0:0) [] [ '1440', '460' ]
finished   (131-0:0) [] [ '131', '1441' ]
finished   (1442-0:0) [] [ '1442', '512' ]
finished   (460-8:0) [] [ '460', '1440' ]
finished   (1443-0:0) [] [ '1443', '76' ]
finished   (598-2:0) [] [ '598', '595' ]
finished   (460-9:0) [] [ '460', '1443' ]
finished   (1444-0:0) [] [ '1444', '460' ]
finished   (598-3:0) [] [ '598', '595' ]
finished   (1445-0:0) [] [ '1445', '47' ]
finished   (1446-0:0) [] [ '1446', '76' ]
finished   (909-3:0) [] [ '909', '465' ]
finished   (1198-0:0) [] [ '1198', '1' ]
finished   (460-11:0) [] [ '460', '1446' ]
finished   (370-7:0) [] [ '370', '1448' ]
finished   (370-8:0) [] [ '370', '604' ]
finished   (1449-0:0) [] [ '1449', '380' ]
finished   (1450-0:0) [] [ '1450', '380' ]
finished   (1448-0:0) [] [ '1448', '595' ]
finished   (1451-0:0) [] [ '1451', '380' ]
finished   (1452-0:0) [] [ '1452', '1341' ]
finished   (598-4:0) [] [ '598', '1453' ]
finished   (1453-0:0) [] [ '1453', '595' ]
finished   (366-1:0) [] [ '366', '1341' ]
finished   (604-2:0) [] [ '604', '595' ]
finished   (740-1:0) [] [ '740', '19' ]
finished   (1454-0:0) [] [ '1454', '10' ]
finished   (1455-0:0) [] [ '1455', '1149' ]
finished   (131-1:0) [] [ '131', '1428' ]
finished   (1237-0:0) [] [ '1237', '1' ]
finished   (1149-1:0) [] [ '1149', '19' ]
finished   (1457-0:0) [] [ '1457', '10' ]
finished   (1458-0:0) [] [ '1458', '1455' ]
finished   (1459-0:0) [] [ '1459', '365' ]
finished   (19-5:0) [] [ '19', '1458' ]
finished   (1303-0:0) [] [ '1303', '1460' ]
finished   (1461-0:0) [] [ '1461', '365' ]
finished   (772-2:0) [] [ '772', '770' ]
finished   (1462-0:0) [] [ '1462', '365' ]
finished   (1463-0:0) [] [ '1463', '10' ]
finished   (772-3:0) [] [ '772', '771' ]
finished   (1464-0:0) [] [ '1464', '380' ]
finished   (1465-0:0) [] [ '1465', '1306' ]
finished   (636-1:0) [] [ '636', '76' ]
finished   (167-6:0) [] [ '167', '181' ]
finished   (541-1:0) [] [ '541', '76' ]
backtrack21 (460-12:0) [ '460' ] [ '626', '76' ]
finished   (460-12:1) [] [ '460', '636' ]
finished   (18-4:0) [] [ '18', '131' ]
finished   (1466-0:0) [] [ '1466', '1010' ]
finished   (1423-1:0) [] [ '1423', '1424' ]
finished   (1329-1:0) [] [ '1329', '1313' ]
finished   (1340-1:0) [] [ '1340', '18' ]
finished   (460-14:0) [] [ '460', '1423' ]
finished   (1423-2:0) [] [ '1423', '76' ]
finished   (1467-0:0) [] [ '1467', '595' ]
finished   (1423-3:0) [] [ '1423', '1424' ]
finished   (1468-0:0) [] [ '1468', '595' ]
finished   (1458-1:0) [] [ '1458', '18' ]
finished   (1469-0:0) [] [ '1469', '595' ]
finished   (1455-1:0) [] [ '1455', '18' ]
finished   (640-4:0) [] [ '640', '598' ]
finished   (1451-1:0) [] [ '1451', '671' ]
finished   (1470-0:0) [] [ '1470', '1471' ]
finished   (1155-1:0) [] [ '1155', '1471' ]
finished   (1472-0:0) [] [ '1472', '1471' ]
finished   (1473-0:0) [] [ '1473', '1471' ]
finished   (1473-1:0) [] [ '1473', '1474' ]
finished   (1474-0:0) [] [ '1474', '1471' ]
finished   (375-5:0) [] [ '375', '1010' ]
finished   (870-2:0) [] [ '870', '125' ]
finished   (445-6:0) [] [ '445', '1475' ]
finished   (890-1:0) [] [ '890', '452' ]
finished   (306-1:0) [] [ '306', '242' ]
finished   (1432-2:0) [] [ '1432', '621' ]
finished   (352-4:0) [] [ '352', '1476' ]
finished   (1477-0:0) [] [ '1477', '1478' ]
finished   (671-1:0) [] [ '671', '668' ]
finished   (621-1:0) [] [ '621', '618' ]
finished   (285-2:0) [] [ '285', '494' ]
finished   (618-1:0) [] [ '618', '1432' ]
finished   (1479-0:0) [] [ '1479', '504' ]
finished   (1480-0:0) [] [ '1480', '504' ]
finished   (1481-0:0) [] [ '1481', '595' ]
finished   (1482-0:0) [] [ '1482', '1010' ]
finished   (1483-0:0) [] [ '1483', '723' ]
finished   (633-5:0) [] [ '633', '632' ]
finished   (489-6:0) [] [ '489', '1484' ]
finished   (703-2:0) [] [ '703', '33' ]
finished   (336-13:0) [] [ '336', '915' ]
finished   (1485-0:0) [] [ '1485', '1373' ]
finished   (1485-1:0) [] [ '1485', '1298' ]
backtracked (1131-1:0) [ '1131', '227' ] [ '243' ]
finished   (479-3:0) [] [ '479', '512' ]
finished   (1455-2:0) [] [ '1455', '130' ]
finished   (1458-2:0) [] [ '1458', '130' ]
finished   (725-4:0) [] [ '725', '33' ]
finished   (1486-0:0) [] [ '1486', '667' ]
finished   (1449-1:0) [] [ '1449', '667' ]
finished   (1450-1:0) [] [ '1450', '667' ]
finished   (1417-1:0) [] [ '1417', '667' ]
finished   (375-7:0) [] [ '375', '183' ]
finished   (428-3:0) [] [ '428', '365' ]
finished   (667-2:0) [] [ '667', '668' ]
finished   (1487-0:0) [] [ '1487', '710' ]
finished   (385-1:0) [] [ '385', '483' ]
finished   (380-8:0) [] [ '380', '668' ]
finished   (1408-1:0) [] [ '1408', '184' ]
finished   (596-3:0) [] [ '596', '668' ]
finished   (1488-0:0) [] [ '1488', '668' ]
finished   (1489-0:0) [] [ '1489', '668' ]
finished   (711-1:0) [] [ '711', '21' ]
finished   (1138-0:0) [] [ '1138', '668' ]
finished   (1490-0:0) [] [ '1490', '668' ]
finished   (6-9:0) [] [ '6', '7' ]
finished   (667-3:0) [] [ '667', '668' ]
finished   (1491-0:0) [] [ '1491', '668' ]
finished   (669-1:0) [] [ '669', '668' ]
finished   (1492-0:0) [] [ '1492', '668' ]
finished   (670-1:0) [] [ '670', '668' ]
finished   (1493-0:0) [] [ '1493', '668' ]
finished   (674-1:0) [] [ '674', '668' ]
finished   (674-2:0) [] [ '674', '668' ]
finished   (596-4:0) [] [ '596', '668' ]
finished   (853-1:0) [] [ '853', '21' ]
finished   (717-3:0) [] [ '717', '33' ]
finished   (678-1:0) [] [ '678', '514' ]
finished   (1464-1:0) [] [ '1464', '1494' ]
finished   (817-0:0) [] [ '817', '514' ]
finished   (1495-0:0) [] [ '1495', '608' ]
finished   (1494-0:0) [] [ '1494', '1496' ]
finished   (457-4:0) [] [ '457', '1497' ]
finished   (817-1:0) [] [ '817', '514' ]
finished   (271-8:0) [] [ '271', '125' ]
finished   (1499-0:0) [] [ '1499', '264' ]
finished   (457-5:0) [] [ '457', '183', '184' ]
finished   (363-4:0) [] [ '363', '514' ]
finished   (1500-0:0) [] [ '1500', '183' ]
finished   (1427-4:0) [] [ '1427', '1421' ]
finished   (668-0:0) [] [ '668', '1496' ]
finished   (363-5:0) [] [ '363', '514' ]
finished   (1497-0:0) [] [ '1497', '183' ]
finished   (1496-0:0) [] [ '1496', '668' ]
finished   (264-1:0) [] [ '264', '21' ]
finished   (412-5:0) [] [ '412', '21' ]
finished   (1501-0:0) [] [ '1501', '33' ]
finished   (513-4:0) [] [ '513', '514' ]
finished   (1501-1:0) [] [ '1501', '33' ]
finished   (215-3:0) [] [ '215', '514' ]
finished   (412-6:0) [] [ '412', '1502' ]
finished   (710-3:0) [] [ '710', '33' ]
finished   (1503-0:0) [] [ '1503', '1504' ]
finished   (215-4:0) [] [ '215', '514' ]
finished   (660-1:0) [] [ '660', '514' ]
finished   (660-2:0) [] [ '660', '514' ]
finished   (402-2:0) [] [ '402', '707' ]
finished   (513-5:0) [] [ '513', '363' ]
finished   (247-2:0) [] [ '247', '514' ]
finished   (513-6:0) [] [ '513', '247' ]
finished   (513-7:0) [] [ '513', '514' ]
finished   (460-15:0) [] [ '460', '1505' ]
finished   (460-16:0) [] [ '460', '759' ]
finished   (460-17:0) [] [ '460', '759' ]
finished   (1505-0:0) [] [ '1505', '33' ]
finished   (1505-1:0) [] [ '1505', '33' ]
finished   (34-5:0) [] [ '34', '33' ]
finished   (1506-0:0) [] [ '1506', '707' ]
finished   (460-18:0) [] [ '460', '195' ]
finished   (698-1:0) [] [ '698', '33' ]
finished   (759-1:0) [] [ '759', '33' ]
finished   (195-2:0) [] [ '195', '33' ]
finished   (1507-0:0) [] [ '1507', '707' ]
finished   (721-1:0) [] [ '721', '707' ]
finished   (460-19:0) [] [ '460', '33' ]
finished   (1508-0:0) [] [ '1508', '1010' ]
finished   (1509-0:0) [] [ '1509', '21' ]
finished   (1510-0:0) [] [ '1510', '10' ]
finished   (1511-0:0) [] [ '1511', '33' ]
finished   (1511-1:0) [] [ '1511', '460' ]
finished   (439-3:0) [] [ '439', '33' ]
finished   (1512-0:0) [] [ '1512', '595' ]
finished   (708-1:0) [] [ '708', '460' ]
finished   (1513-0:0) [] [ '1513', '380' ]
finished   (1514-0:0) [] [ '1514', '224' ]
finished   (460-20:0) [] [ '460', '33' ]
finished   (1515-0:0) [] [ '1515', '224' ]
finished   (45-35:0) [] [ '45', '33' ]
finished   (465-0:0) [] [ '465', '224' ]
finished   (1516-0:0) [] [ '1516', '1517' ]
finished   (1518-0:0) [] [ '1518', '1517' ]
finished   (821-0:0) [] [ '821', '1517' ]
finished   (1518-1:0) [] [ '1518', '1517' ]
finished   (1158-1:0) [] [ '1158', '1311' ]
finished   (370-9:0) [] [ '370', '224' ]
finished   (1435-0:0) [] [ '1435', '1434' ]
finished   (1519-0:0) [] [ '1519', '978' ]
finished   (1520-0:0) [] [ '1520', '1517' ]
finished   (1521-0:0) [] [ '1521', '47' ]
finished   (1519-1:0) [] [ '1519', '1391' ]
finished   (138-2:0) [] [ '138', '494' ]
finished   (1522-0:0) [] [ '1522', '1311' ]
finished   (1523-0:0) [] [ '1523', '1303' ]
finished   (1524-0:0) [] [ '1524', '1517' ]
finished   (1525-0:0) [] [ '1525', '1526' ]
finished   (1527-0:0) [] [ '1527', '1517' ]
finished   (1528-0:0) [] [ '1528', '1529' ]
finished   (1530-0:0) [] [ '1530', '47' ]
finished   (1531-0:0) [] [ '1531', '365' ]
finished   (1532-0:0) [] [ '1532', '365' ]
finished   (1533-0:0) [] [ '1533', '595' ]
finished   (1534-0:0) [] [ '1534', '1526' ]
finished   (1303-1:0) [] [ '1303', '1535' ]
finished   (1536-0:0) [] [ '1536', '365' ]
finished   (167-8:0) [] [ '167', '218' ]
finished   (1537-0:0) [] [ '1537', '195' ]
finished   (1538-0:0) [] [ '1538', '460' ]
finished   (1538-1:0) [] [ '1538', '195' ]
finished   (1539-0:0) [] [ '1539', '10' ]
finished   (1540-0:0) [] [ '1540', '47' ]
finished   (1541-0:0) [] [ '1541', '167' ]
finished   (1542-0:0) [] [ '1542', '10' ]
finished   (1543-0:0) [] [ '1543', '167' ]
finished   (1544-0:0) [] [ '1544', '167' ]
finished   (1545-0:0) [] [ '1545', '10' ]
finished   (1546-0:0) [] [ '1546', '10' ]
finished   (62-1:0) [] [ '62', '58' ]
finished   (1547-0:0) [] [ '1547', '10' ]
finished   (1548-0:0) [] [ '1548', '10' ]
finished   (1535-0:0) [] [ '1535', '1303' ]
finished   (1549-0:0) [] [ '1549', '10' ]
finished   (1550-0:0) [] [ '1550', '10' ]
finished   (1551-0:0) [] [ '1551', '10' ]
finished   (681-2:0) [] [ '681', '21' ]
finished   (683-1:0) [] [ '683', '21' ]
finished   (1552-0:0) [] [ '1552', '1553' ]
finished   (608-1:0) [] [ '608', '21' ]
finished   (1552-1:0) [] [ '1552', '184' ]
finished   (1554-0:0) [] [ '1554', '10' ]
finished   (1555-0:0) [] [ '1555', '725' ]
finished   (1556-0:0) [] [ '1556', '10' ]
finished   (1557-0:0) [] [ '1557', '10' ]
finished   (1558-0:0) [] [ '1558', '1412' ]
finished   (1559-0:0) [] [ '1559', '10' ]
finished   (1560-0:0) [] [ '1560', '405' ]
finished   (1560-1:0) [] [ '1560', '1412' ]
finished   (1560-2:0) [] [ '1560', '405' ]
finished   (1561-0:0) [] [ '1561', '10' ]
finished   (1562-0:0) [] [ '1562', '10' ]
finished   (1563-0:0) [] [ '1563', '402' ]
finished   (1563-1:0) [] [ '1563', '405' ]
finished   (1564-0:0) [] [ '1564', '717' ]
finished   (1303-2:0) [] [ '1303', '1146' ]
finished   (1565-0:0) [] [ '1565', '405' ]
finished   (1566-0:0) [] [ '1566', '494' ]
finished   (1565-1:0) [] [ '1565', '1412' ]
finished   (1567-0:0) [] [ '1567', '10' ]
finished   (1568-0:0) [] [ '1568', '10' ]
finished   (1569-0:0) [] [ '1569', '10' ]
finished   (1543-1:0) [] [ '1543', '218' ]
finished   (1570-0:0) [] [ '1570', '1571' ]
finished   (901-1:0) [] [ '901', '218' ]
finished   (1326-1:0) [] [ '1326', '572', '363' ]
finished   (1570-1:0) [] [ '1570', '1412' ]
finished   (1572-0:0) [] [ '1572', '402' ]
finished   (1541-1:0) [] [ '1541', '233' ]
finished   (1572-1:0) [] [ '1572', '405' ]
finished   (1544-1:0) [] [ '1544', '181' ]
finished   (1315-1:0) [] [ '1315', '572' ]
finished   (1573-0:0) [] [ '1573', '10' ]
finished   (218-2:0) [] [ '218', '233' ]
finished   (905-1:0) [] [ '905', '181' ]
finished   (1574-0:0) [] [ '1574', '10' ]
finished   (1575-0:0) [] [ '1575', '405' ]
finished   (1575-1:0) [] [ '1575', '1571' ]
finished   (1576-0:0) [] [ '1576', '1571' ]
finished   (1576-1:0) [] [ '1576', '1412' ]
finished   (1577-0:0) [] [ '1577', '10' ]
finished   (1578-0:0) [] [ '1578', '10' ]
finished   (1579-0:0) [] [ '1579', '1566' ]
finished   (1580-0:0) [] [ '1580', '10' ]
finished   (1566-1:0) [] [ '1566', '139' ]
finished   (1581-0:0) [] [ '1581', '1412' ]
finished   (1581-1:0) [] [ '1581', '1571' ]
finished   (1582-0:0) [] [ '1582', '1571' ]
finished   (1582-1:0) [] [ '1582', '405' ]
finished   (1583-0:0) [] [ '1583', '10' ]
finished   (1584-0:0) [] [ '1584', '10' ]
finished   (1495-1:0) [] [ '1495', '1585' ]
finished   (1585-0:0) [] [ '1585', '21' ]
finished   (1586-0:0) [] [ '1586', '1571' ]
finished   (1586-1:0) [] [ '1586', '402' ]
finished   (1495-2:0) [] [ '1495', '681' ]
finished   (1582-2:0) [] [ '1582', '402' ]
finished   (1587-0:0) [] [ '1587', '1412' ]
finished   (1587-1:0) [] [ '1587', '405' ]
finished   (1585-1:0) [] [ '1585', '21' ]
finished   (1581-2:0) [] [ '1581', '402' ]
finished   (1588-0:0) [] [ '1588', '1373' ]
finished   (1588-1:0) [] [ '1588', '1373' ]
finished   (1589-0:0) [] [ '1589', '1298' ]
finished   (1589-1:0) [] [ '1589', '1373' ]
finished   (1498-0:0) [] [ '1498', '125' ]
finished   (828-7:0) [] [ '828', '125' ]
finished   (1590-0:0) [] [ '1590', '1298' ]
finished   (215-5:0) [] [ '215', '1591' ]
finished   (1590-1:0) [] [ '1590', '1373' ]
backtrack21 (633-6:0) [ '633' ] [ '632' ]
finished   (633-6:1) [] [ '633', '1591' ]
finished   (215-6:0) [] [ '215', '1591' ]
finished   (363-6:0) [] [ '363', '1591' ]
finished   (1510-1:0) [] [ '1510', '1591' ]
finished   (1510-2:0) [] [ '1510', '1591' ]
finished   (572-1:0) [] [ '572', '1591' ]
finished   (1573-1:0) [] [ '1573', '1591' ]
finished   (1410-1:0) [] [ '1410', '572', '1591' ]
finished   (633-7:0) [] [ '633', '1591' ]
finished   (1584-1:0) [] [ '1584', '1591' ]
finished   (1142-0:0) [] [ '1142', '437', '1010' ]
finished   (1592-0:0) [] [ '1592', '92' ]
finished   (585-1:0) [] [ '585', '1591' ]
finished   (1593-0:0) [] [ '1593', '1591' ]
finished   (202-1:0) [] [ '202', '1591' ]
finished   (202-2:0) [] [ '202', '1591' ]
finished   (1594-0:0) [] [ '1594', '1591' ]
finished   (330-1:0) [] [ '330', '1591' ]
finished   (1329-2:0) [] [ '1329', '1010' ]
finished   (1595-0:0) [] [ '1595', '722' ]
finished   (633-8:0) [] [ '633', '722' ]
finished   (1596-0:0) [] [ '1596', '1591' ]
finished   (330-2:0) [] [ '330', '722' ]
finished   (1597-0:0) [] [ '1597', '1591' ]
finished   (1554-1:0) [] [ '1554', '722' ]
finished   (247-3:0) [] [ '247', '1591' ]
finished   (1584-2:0) [] [ '1584', '514', '692' ]
finished   (1160-1:0) [] [ '1160', '1161' ]
finished   (585-2:0) [] [ '585', '722' ]
finished   (1116-0:0) [] [ '1116', '722' ]
finished   (1502-0:0) [] [ '1502', '483' ]
finished   (640-5:0) [] [ '640', '595' ]
finished   (247-4:0) [] [ '247', '514' ]
finished   (1403-0:0) [] [ '1403', '224' ]
finished   (678-2:0) [] [ '678', '1591' ]
finished   (1598-0:0) [] [ '1598', '514' ]
finished   (38-4:0) [] [ '38', '1399' ]
finished   (1517-0:0) [] [ '1517', '1599' ]
finished   (1517-1:0) [] [ '1517', '1516' ]
finished   (931-3:0) [] [ '931', '1300' ]
finished   (1517-2:0) [] [ '1517', '1527' ]
finished   (1599-0:0) [] [ '1599', '1516' ]
finished   (1600-0:0) [] [ '1600', '274' ]
finished   (1300-1:0) [] [ '1300', '18' ]
finished   (1601-0:0) [] [ '1601', '58' ]
finished   (1031-1:0) [] [ '1031', '1602' ]
finished   (1603-0:0) [] [ '1603', '508' ]
finished   (1603-1:0) [] [ '1603', '10' ]
backtrack21 (572-3:0) [ '572' ] [ '10' ]
backtrack21 (572-2:0) [ '572' ] [ '514' ]
finished   (572-2:1) [] [ '572', '1591' ]
finished   (350-2:0) [] [ '350', '247' ]
finished   (350-3:0) [] [ '350', '215' ]
finished   (572-3:1) [] [ '572', '514' ]
finished   (336-14:0) [] [ '336', '917' ]
finished   (1604-0:0) [] [ '1604', '1605' ]
finished   (1604-1:0) [] [ '1604', '1605' ]
finished   (484-5:0) [] [ '484', '1033' ]
finished   (6-10:0) [] [ '6', '7' ]
finished   (828-8:0) [] [ '828', '125' ]
finished   (1606-0:0) [] [ '1606', '610' ]
finished   (1607-0:0) [] [ '1607', '1533' ]
finished   (934-1:0) [] [ '934', '595' ]
finished   (489-7:0) [] [ '489', '274' ]
finished   (939-2:0) [] [ '939', '595' ]
finished   (1608-0:0) [] [ '1608', '274' ]
finished   (1322-2:0) [] [ '1322', '270' ]
finished   (1322-3:0) [] [ '1322', '274' ]
finished   (1608-1:0) [] [ '1608', '270' ]
finished   (415-3:0) [] [ '415', '365' ]
finished   (415-4:0) [] [ '415', '365' ]
finished   (1409-1:0) [] [ '1409', '1609' ]
finished   (1610-0:0) [] [ '1610', '1609' ]
finished   (904-0:0) [] [ '904', '1609' ]
finished   (898-3:0) [] [ '898', '1609' ]
finished   (898-4:0) [] [ '898', '1611' ]
finished   (898-5:0) [] [ '898', '1609' ]
finished   (904-1:0) [] [ '904', '1609' ]
finished   (1612-0:0) [] [ '1612', '1029' ]
finished   (789-2:0) [] [ '789', '773' ]
finished   (1613-0:0) [] [ '1613', '10' ]
finished   (1614-0:0) [] [ '1614', '1615' ]
finished   (1614-1:0) [] [ '1614', '893' ]
finished   (1616-0:0) [] [ '1616', '10' ]
finished   (1615-0:0) [] [ '1615', '893' ]
finished   (1617-0:0) [] [ '1617', '10' ]
finished   (897-1:0) [] [ '897', '893' ]
finished   (912-1:0) [] [ '912', '907' ]
finished   (653-2:0) [] [ '653', '907' ]
finished   (1618-0:0) [] [ '1618', '916' ]
finished   (1431-1:0) [] [ '1431', '1612' ]
finished   (516-3:0) [] [ '516', '18' ]
finished   (1618-1:0) [] [ '1618', '907' ]
finished   (1619-0:0) [] [ '1619', '96' ]
finished   (336-15:0) [] [ '336', '907' ]
finished   (1620-0:0) [] [ '1620', '907' ]
finished   (1621-0:0) [] [ '1621', '949' ]
finished   (918-1:0) [] [ '918', '907' ]
finished   (916-1:0) [] [ '916', '907' ]
finished   (950-1:0) [] [ '950', '927' ]
finished   (1622-0:0) [] [ '1622', '10' ]
finished   (1623-0:0) [] [ '1623', '380' ]
finished   (1620-1:0) [] [ '1620', '922' ]
finished   (1624-0:0) [] [ '1624', '610' ]
finished   (1624-1:0) [] [ '1624', '1412' ]
finished   (917-1:0) [] [ '917', '907' ]
finished   (922-1:0) [] [ '922', '907' ]
finished   (946-1:0) [] [ '946', '927' ]
finished   (1624-2:0) [] [ '1624', '610' ]
